county_vera,year,n_docs,mean_ideology,pct_progressive,pct_traditional,pct_ext_lenient,pct_int_lenient,county_name,jail_pop,jail_pop_rate,jail_pretrial,jail_pretrial_rate,jail_adm,jail_adm_rate,jail_sentenced,black_jail_rate,white_jail_rate,total_pop,jail_capacity,bw_disparity,jail_utilisation,pretrial_share
Sacramento County,2023.0,4,1.0,50.0,0.0,50.0,50.0,Sacramento County,3097.25,296.3825,1998.21,191.20999999999998,33498.405,3205.5125000000003,2098.145,991.985,204.57,1584169.0,3673.125,4.8491225497384765,84.32193295899269,64.51561869400274
San Benito County,2022.0,4,1.25,75.0,0.0,50.0,75.0,San Benito County,104.0,232.7825,,,1851.0,4143.07,104.0,,,67579.0,142.0,,73.23943661971832,
San Bernardino County,2020.0,3,0.3333333333333333,66.66666666666666,33.33333333333333,66.66666666666666,66.66666666666666,San Bernardino County,5263.0,362.0325,4291.4525,295.2,65254.1875,4488.7175,971.5475,924.125,312.5875,2183239.0,7624.0,2.9563722157795818,69.03200419727177,81.54004370131105
San Bernardino County,2021.0,7,0.6666666666666666,57.14285714285714,28.57142857142857,42.857142857142854,42.857142857142854,San Bernardino County,5184.25,354.43,4088.4775,279.515,55635.5,3803.6125,1095.7725,1048.855,355.85,2192882.0,7615.125,2.94746381902487,68.07833095320169,78.86343251193519
San Diego County,2015.0,2,0.0,0.0,0.0,0.0,0.0,San Diego County,5561.4375,248.2425,2661.0725,118.78,86187.625,3847.11,2900.365,835.1800000000001,205.855,3262199.0,5848.75,4.057127589808361,95.0876255610173,47.8486452468449
San Diego County,2017.0,4,0.25,50.0,25.0,25.0,50.0,San Diego County,6287.0,279.5725,3060.9975,136.1175,83122.6875,3696.3625,3226.0025,923.355,233.075,3292892.0,6154.5,3.9616217955593696,102.15289625477293,48.687728646413234
San Diego County,2018.0,2,0.0,0.0,0.0,0.0,0.0,San Diego County,6153.0,273.4975,3367.29,149.6725,82913.5625,3685.44,2785.71,910.1375,218.3325,3302501.0,6177.6875,4.16858461291837,99.60037635442065,54.72598732325695
San Diego County,2019.0,2,1.0,50.0,0.0,50.0,0.0,San Diego County,6284.9375,280.845,3869.1775000000002,172.8975,78915.125,3526.34,2415.76,939.8175,208.5125,3297009.0,6184.0,4.5072477669204485,101.63223641655885,61.56270448194593
San Diego County,2020.0,3,1.0,66.66666666666666,0.0,66.66666666666666,33.33333333333333,San Diego County,4831.5625,216.6425,2974.3375,133.3675,62728.875,2812.705,1857.225,699.4275,150.4275,3296045.0,6176.625,4.649598643864985,78.22334203549673,61.560571761205615
San Diego County,2021.0,3,2.0,100.0,0.0,100.0,0.0,San Diego County,4472.625,202.5475,2939.085,133.1,48243.8125,2184.775,1533.54,726.2775,144.4525,3274954.0,6173.5,5.027794603762483,72.448772981291,65.71275257818395
San Diego County,2022.0,2,0.0,0.0,0.0,0.0,0.0,San Diego County,4491.8125,203.60750000000002,2847.3275,129.0675,51363.1875,2328.25,1644.4850000000001,765.1800000000001,143.975,3276208.0,6189.375,5.314672686230249,72.57295768958902,63.38927771361783
San Francisco County,2016.0,3,1.0,66.66666666666666,0.0,66.66666666666666,66.66666666666666,San Francisco County,1294.5,201.3375,896.655,139.45749999999998,18162.0,2824.7675,397.845,1912.6475,107.83,873537.0,1562.0,17.737619400908837,82.87451984635084,69.26651216685978
San Francisco County,2019.0,2,0.0,0.0,0.0,0.0,0.0,San Francisco County,1256.0,195.72,1065.7325,166.0675,17331.3125,2700.6825,190.26749999999998,1643.1275,98.985,881972.0,1562.375,16.59976259029146,80.39043123449876,84.85131369426753
San Francisco County,2020.0,11,0.8181818181818182,63.63636363636363,27.27272727272727,63.63636363636363,36.36363636363637,San Francisco County,851.2525,135.39,827.8175,131.66,14383.625,2287.6825,23.435000000000002,1095.57,69.395,870393.0,1502.375,15.787448663448375,56.66045428072219,97.24699780617384
San Francisco County,2021.0,8,1.2857142857142858,62.5,0.0,50.0,50.0,San Francisco County,805.0725,140.94,776.55,135.9475,10738.9375,1880.0249999999999,38.03,1131.61,74.6675,811253.0,1256.5,15.155321927210633,64.0726223637087,96.45715137456564
San Francisco County,2022.0,5,0.25,20.0,0.0,0.0,20.0,San Francisco County,806.5,142.025,449.355,79.13,10060.9375,1771.7224999999999,357.145,1130.9125,72.1725,808437.0,1236.0,15.669576362187813,65.25080906148867,55.71667699938004
San Luis Obispo County,2015.0,16,0.5,50.0,6.25,43.75,6.25,San Luis Obispo County,534.5,284.345,268.03,142.5875,11080.3125,5894.5675,266.47,474.21500000000003,257.0075,280153.0,787.5625,1.8451407060105252,67.86762955321007,50.14593077642656
San Luis Obispo County,2016.0,18,0.1111111111111111,22.22222222222222,11.11111111111111,11.11111111111111,16.666666666666664,San Luis Obispo County,542.0,288.7,299.575,159.57,11337.3125,6038.8975,242.425,558.2975,263.61,281865.0,818.0,2.117891961609954,66.25916870415648,55.27214022140221
San Luis Obispo County,2017.0,11,0.2727272727272727,36.36363636363637,9.090909090909092,27.27272727272727,27.27272727272727,San Luis Obispo County,571.5,305.9825,303.94,162.73000000000002,11419.125,6113.837500000001,267.56,661.29,287.93,282376.0,902.0,2.2967040600145867,63.35920177383591,53.182852143482066
San Luis Obispo County,2018.0,31,0.2,29.03225806451613,16.129032258064516,25.806451612903224,9.67741935483871,San Luis Obispo County,527.75,283.77500000000003,287.315,154.49,11498.0625,6182.585,240.435,693.155,271.65749999999997,283146.0,888.0,2.551576893698867,59.43130630630631,54.44149692089057
San Luis Obispo County,2019.0,53,0.25,18.867924528301888,5.660377358490567,18.867924528301888,9.433962264150944,San Luis Obispo County,539.0,292.945,262.745,142.8025,10771.25,5854.165,276.255,786.47,281.9075,282612.0,804.0,2.789815808376861,67.03980099502488,48.74675324675325
San Luis Obispo County,2020.0,41,0.35714285714285715,31.70731707317073,9.75609756097561,41.46341463414634,26.82926829268293,San Luis Obispo County,427.5625,234.9425,164.9925,90.6625,9208.5625,5060.065,262.57,616.9275,219.5,281879.0,797.0,2.8106036446469247,53.646486825595986,38.589095161526096
San Luis Obispo County,2021.0,41,0.2413793103448276,34.146341463414636,14.634146341463413,34.146341463414636,29.268292682926827,San Luis Obispo County,396.25,222.1775,135.32,75.875,6605.375,3703.6425,260.93,471.10499999999996,201.2975,279298.0,797.0,2.340342031073411,49.7176913425345,34.15015772870662
San Luis Obispo County,2022.0,16,0.4666666666666667,56.25,18.75,56.25,50.0,San Luis Obispo County,422.5,234.91,175.445,97.5475,6490.6875,3608.805,247.055,489.22749999999996,209.4,282013.0,797.0,2.336329990448901,53.011292346298625,41.525443786982244
San Mateo County,2015.0,2,0.0,0.0,0.0,0.0,0.0,San Mateo County,862.0,166.88,301.57,58.385000000000005,15153.625,2933.675,560.43,1388.425,109.3575,767551.0,884.625,12.696202821022792,97.44241910414017,34.984918793503475
San Mateo County,2017.0,2,-1.0,0.0,50.0,0.0,0.0,San Mateo County,1018.25,196.32,615.0825,118.5875,14698.25,2833.83,403.1675,1679.1575,131.1675,771430.0,1344.0,12.801627689785962,75.76264880952381,60.405843358703656
San Mateo County,2018.0,18,0.8888888888888888,33.33333333333333,5.555555555555555,33.33333333333333,16.666666666666664,San Mateo County,988.0,190.6975,618.225,119.3275,14989.0,2893.0825,369.775,1663.1225,124.925,771521.0,1360.0,13.312967780668401,72.6470588235294,62.57338056680162
San Mateo County,2019.0,13,0.3333333333333333,30.76923076923077,15.384615384615385,15.384615384615385,23.076923076923077,San Mateo County,1016.5,197.365,704.8199999999999,136.8475,14579.5,2830.735,311.68,1656.6775,123.93249999999999,768268.0,1360.0,13.367579125733767,74.74264705882354,69.33792424987702
San Mateo County,2020.0,33,-0.045454545454545456,15.151515151515152,18.181818181818183,12.121212121212121,12.121212121212121,San Mateo County,733.0,143.78,517.9675,101.60249999999999,11309.25,2218.315,215.0325,1168.1,87.89,762511.0,1360.0,13.290476732278984,53.897058823529406,70.66405184174624
San Mateo County,2021.0,12,0.2857142857142857,25.0,8.333333333333332,25.0,16.666666666666664,San Mateo County,752.5,153.575,358.2125,73.10499999999999,8427.3125,1719.9,394.2875,1243.2024999999999,94.11,739060.0,1360.0,13.210099883115502,55.33088235294118,47.60299003322259
Santa Barbara County,2019.0,4,0.0,50.0,50.0,50.0,50.0,Santa Barbara County,946.25,319.94,692.0575,233.99,13385.1875,4525.6775,254.1925,928.15,201.70749999999998,448179.0,866.125,4.60146499262546,109.25097416654638,73.13685601056802
Santa Barbara County,2020.0,4,0.75,50.0,25.0,75.0,75.0,Santa Barbara County,719.625,244.2425,533.335,181.015,10747.4375,3647.7025,186.29,610.2575,147.52,448244.0,1000.5,4.136778063991323,71.92653673163419,74.11290602744486
Santa Barbara County,2021.0,5,0.2,20.0,20.0,40.0,40.0,Santa Barbara County,639.25,225.475,480.555,169.5,8810.5,3107.605,158.695,645.6800000000001,162.845,437434.0,852.125,3.964997390156284,75.01833651166201,75.17481423543215
Santa Clara County,2019.0,3,2.0,66.66666666666666,0.0,66.66666666666666,0.0,Santa Clara County,3285.0,246.3775,2507.855,188.09,25967.375,1947.5774999999999,777.145,1275.7725,155.375,1943693.0,3954.9375,8.210925181013677,83.06073104821505,76.34261796042618
Santa Clara County,2020.0,2,0.0,0.0,0.0,100.0,100.0,Santa Clara County,2372.5,179.1475,1755.045,132.5225,21481.8125,1622.0974999999999,617.4549999999999,846.0999999999999,106.44999999999999,1931026.0,3932.0625,7.948332550493189,60.33729117988334,73.97449947312961
Santa Clara County,2021.0,13,0.8888888888888888,53.84615384615385,7.6923076923076925,61.53846153846154,23.076923076923077,Santa Clara County,2363.25,183.2575,1868.445,144.8875,16022.4375,1242.4525,494.805,851.4225,115.6225,1886595.0,3932.0,7.363813271638306,60.103001017294,79.06251983497302
Santa Clara County,2022.0,9,1.5555555555555556,100.0,0.0,100.0,77.77777777777779,Santa Clara County,2801.5,219.0625,2452.6175000000003,191.7825,18225.8125,1425.175,348.8825,1034.1075,139.9375,1870945.0,3932.0,7.389781152300134,71.24872838250255,87.54658218811352
Siskiyou County,2019.0,2,-1.5,0.0,100.0,0.0,0.0,Siskiyou County,91.5,360.065,77.10499999999999,303.41999999999996,2732.0625,10751.0725,52.9475,1540.265,295.47,44330.0,104.0,5.212931938944732,87.98076923076923,84.26775956284152
Sonoma County,2019.0,3,0.6666666666666666,66.66666666666666,33.33333333333333,66.66666666666666,66.66666666666666,Sonoma County,1035.75,329.2775,652.1625,207.33,17594.8125,5593.6275,383.5875,1583.4675,276.245,490617.0,1460.625,5.73211279842169,70.91142490372272,62.96524257784215
Sonoma County,2020.0,4,-1.0,0.0,75.0,25.0,25.0,Sonoma County,742.75,238.8175,474.355,152.5175,14028.625,4510.625,268.395,970.7225000000001,172.39249999999998,488281.0,1318.3125,5.630885914410431,56.34096619731665,63.864692022887915
Sonoma County,2021.0,3,0.3333333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,Sonoma County,682.25,222.465,456.5175,148.8625,10518.125,3429.73,225.73250000000002,848.565,172.245,484315.0,942.9375,4.926500043542628,72.35368197786174,66.9135214364236
Stanislaus County,2018.0,3,0.3333333333333333,33.33333333333333,0.0,33.33333333333333,33.33333333333333,Stanislaus County,1190.0,334.7925,743.335,209.1325,18404.9375,5178.06,446.665,1145.46,302.90999999999997,549861.0,1305.125,3.78151926314747,91.17900584235227,62.465126050420174
Stanislaus County,2019.0,6,0.0,50.0,50.0,50.0,33.33333333333333,Stanislaus County,1203.75,338.065,849.4725000000001,238.565,19292.0625,5418.0375,354.27750000000003,1025.675,379.0425,552038.0,1669.8125,2.7059630516366897,72.08893214058465,70.56884735202493
Stanislaus County,2020.0,6,-0.8333333333333334,16.666666666666664,66.66666666666666,33.33333333333333,33.33333333333333,Stanislaus County,1193.75,334.9325,930.3025,261.0175,17867.9375,5013.2375,263.4475,1068.295,399.335,553217.0,1547.0625,2.675184995054278,77.16236415787985,77.9310994764398
Stanislaus County,2021.0,18,-0.7333333333333333,5.555555555555555,50.0,11.11111111111111,11.11111111111111,Stanislaus County,1230.0,344.8925,913.6375,256.185,15715.5,4406.6575,316.3625,1327.4025,342.3825,552851.0,1746.875,3.8769577884383692,70.41144901610018,74.27947154471545
Sutter County,2021.0,5,1.0,60.0,0.0,80.0,80.0,Sutter County,146.25,233.905,121.98,195.09,2950.125,4718.3125,24.27,694.505,340.61,99038.0,394.0,2.039003552450016,37.119289340101524,83.40512820512821
Sutter County,2022.0,4,0.5,50.0,0.0,0.0,75.0,Sutter County,142.5,229.0575,132.135,212.395,4148.5625,6668.4275,10.365,703.445,304.7425,98503.0,394.0,2.308325881686998,36.16751269035533,92.72631578947367
Tulare County,2018.0,3,-0.6666666666666666,33.33333333333333,66.66666666666666,33.33333333333333,33.33333333333333,Tulare County,1499.0,506.1825,938.4875,316.90749999999997,19007.6875,6418.5225,560.5125,1024.33,513.785,468216.0,1750.875,1.993693860272293,85.6143356892982,62.607571714476315
Tulare County,2020.0,3,-0.6666666666666666,0.0,33.33333333333333,66.66666666666666,66.66666666666666,Tulare County,1197.3125,398.255,973.1425,323.6925,7465.125,2483.08,224.17,1334.6725000000001,335.3275,473891.0,1825.1875,3.980205918094997,65.5994247166387,81.27723547528319
Tulare County,2021.0,5,-0.2,20.0,40.0,20.0,20.0,Tulare County,1273.75,418.8375,966.495,317.805,6005.5625,1974.76,307.255,1348.81,375.59499999999997,476946.0,1627.5625,3.5911287423953993,78.26120348680926,75.87791952894996
Tuolumne County,2019.0,2,0.5,50.0,50.0,50.0,50.0,Tuolumne County,143.5,437.16499999999996,56.605000000000004,172.445,2973.5625,9058.835000000001,115.1975,,412.71,55379.0,147.0,,97.61904761904762,39.44599303135889
Tuolumne County,2021.0,4,-0.5,0.0,50.0,50.0,50.0,Tuolumne County,85.75,267.32,,,2951.0,9199.45,85.75,,,55065.0,147.0,,58.333333333333336,
Ventura County,2016.0,45,-0.4074074074074074,6.666666666666667,28.888888888888886,6.666666666666667,6.666666666666667,Ventura County,1640.75,292.1375,1191.4375,212.1375,27967.75,4979.7025,449.3125,1039.105,202.58499999999998,847769.0,1606.0,5.129229706049313,102.16376089663761,72.61541977754075
Ventura County,2017.0,38,-0.5,7.894736842105263,26.31578947368421,2.631578947368421,10.526315789473683,Ventura County,1581.75,281.78999999999996,1138.31,202.79250000000002,28786.375,5128.32,443.44,922.25,214.07,849155.0,1606.0,4.308170224692858,98.49003735990037,71.96522838628101
Ventura County,2018.0,39,-0.18181818181818182,10.256410256410255,20.51282051282051,0.0,2.564102564102564,Ventura County,1489.0,266.4425,886.1125,158.5625,30699.9375,5493.400000000001,602.8875,862.9875,194.15,848213.0,1614.25,4.444952356425444,92.24097878271643,59.510577568838144
Ventura County,2019.0,144,-0.5333333333333333,0.6944444444444444,4.166666666666666,2.7777777777777777,2.083333333333333,Ventura County,1618.25,291.5775,1041.4575,187.65249999999997,29002.8125,5225.76,576.7925,991.3475000000001,191.35,845302.0,1647.25,5.180807420956364,98.23949005918956,64.3570214738143
Ventura County,2020.0,20,0.0,20.0,10.0,0.0,0.0,Ventura County,1277.1875,231.39999999999998,841.4075,152.445,25363.5625,4595.3150000000005,435.78,669.975,150.32,843310.0,1650.0,4.456991750931347,77.40530303030303,65.87971617323221
Ventura County,2021.0,10,-1.0,0.0,10.0,0.0,0.0,Ventura County,1267.25,231.16,817.175,149.0625,20510.6875,3741.38,450.075,659.9200000000001,147.85,839358.0,1650.0,4.463442678390261,76.80303030303031,64.484119155652
Yolo County,2015.0,3,1.5,66.66666666666666,0.0,66.66666666666666,33.33333333333333,Yolo County,383.25,258.0025,279.1675,187.935,8069.5,5432.360000000001,104.0825,1023.1025,241.45499999999998,210265.0,451.0625,4.237238822969084,84.96605237633365,72.84213959556426
Yolo County,2016.0,2,2.0,50.0,0.0,50.0,50.0,Yolo County,380.75,252.7975,288.24,191.375,7944.125,5274.4225,92.51,1289.755,235.415,213404.0,455.0,5.478644096595374,83.68131868131869,75.7032173342088
Yolo County,2017.0,2,-1.0,0.0,50.0,0.0,0.0,Yolo County,386.25,253.745,272.745,179.175,7769.0,5103.7625,113.505,1569.3025,244.7925,215885.0,454.4375,6.410745835758857,84.99518635675973,70.61359223300971
Yolo County,2018.0,6,0.0,50.0,33.33333333333333,50.0,16.666666666666664,Yolo County,346.75,227.0375,239.11,156.56,7467.9375,4889.7625,227.195,1473.46,230.805,217104.0,452.1875,6.384003812742359,76.68279198341395,68.957462148522
Yolo County,2019.0,2,1.5,100.0,0.0,50.0,0.0,Yolo County,328.75,216.26749999999998,,,7254.125,4772.1375,328.75,,,216670.0,452.0,,72.73230088495575,
Yolo County,2020.0,6,1.1666666666666667,83.33333333333334,0.0,66.66666666666666,66.66666666666666,Yolo County,226.8125,149.73,,,7238.0,4778.19,226.8125,,,216291.0,452.0,,50.17975663716814,
Yolo County,2021.0,13,1.5384615384615385,84.61538461538461,0.0,92.3076923076923,46.15384615384615,Yolo County,254.75,171.995,,,7238.0,4886.71,254.75,,,213039.0,452.0,,56.36061946902655,
Yuba County,2019.0,5,-0.2,40.0,60.0,40.0,40.0,Yuba County,365.5,708.6775,351.68,681.88,5168.5625,10021.4525,189.66,1151.7649999999999,512.6800000000001,80212.0,426.0,2.246557306702036,85.7981220657277,96.21887824897401
Yuba County,2020.0,4,1.25,75.0,25.0,75.0,75.0,Yuba County,276.125,524.755,,,5151.0,9789.05,276.125,,,81994.0,426.0,,64.81807511737088,
Yuba County,2021.0,2,0.5,50.0,50.0,100.0,100.0,Yuba County,199.75,374.205,,,5151.0,9649.68,199.75,,,83216.0,426.0,,46.88967136150235,
Yuba County,2022.0,2,-1.0,0.0,100.0,0.0,0.0,Yuba County,240.0,444.1625,,,5151.0,9532.89,240.0,,,84310.0,426.0,,56.33802816901409,
